0	0	0	
70	34	0	
85	62	0	
102	89	78	
120	111	109	
137	129	134	
152	146	154	
168	163	173	
184	180	190	
200	195	205	
217	211	221	
234	226	236	
250	243	249	
266	257	263	
284	273	276	
301	289	290	
318	304	301	
335	319	314	
353	334	325	
370	349	336	
390	364	348	
408	381	359	
426	397	370	
442	413	382	
458	428	394	
476	442	405	
494	456	415	
520	471	425	
543	488	435	
567	507	445	
591	528	454	
612	549	464	
634	569	475	
656	588	486	
677	608	498	
697	628	513	
718	646	528	
737	665	542	
757	683	557	
777	701	570	
796	719	585	
816	737	599	
836	755	614	
854	772	628	
873	790	642	
891	807	657	
912	824	671	
931	841	686	
949	858	700	
967	875	715	
984	892	730	
1001	907	744	
1019	922	759	
1036	939	773	
1054	954	787	
1072	970	801	
1088	986	816	
1107	1003	829	
1125	1018	844	
1142	1035	858	
1159	1051	872	
1176	1067	885	
1194	1083	899	
1211	1099	913	
1228	1114	926	
1246	1130	940	
1264	1146	953	
1280	1162	966	
1298	1178	980	
1316	1194	993	
1333	1210	1006	
1350	1226	1019	
1368	1242	1033	
1386	1258	1046	
1402	1274	1059	
1420	1289	1073	
1438	1305	1085	
1456	1321	1099	
1472	1337	1112	
1491	1353	1125	
1508	1369	1139	
1525	1386	1151	
1543	1402	1165	
1560	1418	1178	
1578	1434	1191	
1596	1450	1204	
1614	1466	1217	
1631	1482	1231	
1650	1498	1244	
1668	1515	1257	
1685	1531	1271	
1704	1547	1284	
1722	1564	1297	
1740	1580	1310	
1758	1596	1324	
1776	1613	1337	
1794	1629	1350	
1813	1646	1364	
1832	1662	1377	
1850	1679	1391	
1867	1696	1404	
1882	1713	1417	
1898	1730	1431	
1913	1747	1444	
1929	1764	1458	
1944	1781	1471	
1959	1797	1484	
1975	1814	1498	
1990	1832	1512	
2006	1849	1525	
2022	1865	1539	
2038	1880	1553	
2055	1895	1566	
2073	1909	1580	
2092	1924	1594	
2110	1938	1607	
2128	1953	1621	
2146	1967	1635	
2165	1981	1649	
2183	1996	1663	
2198	2011	1677	
2214	2026	1692	
2230	2041	1706	
2246	2057	1720	
2260	2075	1734	
2275	2092	1749	
2289	2109	1763	
2304	2127	1778	
2319	2144	1791	
2333	2162	1806	
2348	2179	1821	
2363	2194	1836	
2377	2209	1850	
2393	2225	1864	
2408	2240	1876	
2423	2254	1889	
2438	2268	1902	
2458	2282	1914	
2476	2296	1927	
2492	2310	1939	
2507	2324	1951	
2521	2337	1964	
2536	2352	1976	
2551	2366	1988	
2566	2380	2001	
2582	2394	2014	
2598	2409	2027	
2615	2424	2040	
2632	2438	2054	
2649	2452	2069	
2666	2463	2084	
2684	2477	2099	
2702	2492	2114	
2720	2506	2129	
2739	2520	2144	
2758	2534	2160	
2775	2548	2175	
2793	2562	2189	
2811	2578	2202	
2828	2594	2215	
2844	2610	2228	
2860	2626	2242	
2877	2643	2254	
2892	2660	2266	
2908	2677	2279	
2924	2694	2291	
2941	2712	2304	
2956	2730	2316	
2972	2748	2328	
2989	2766	2341	
3007	2783	2353	
3023	2802	2366	
3040	2820	2379	
3056	2835	2392	
3073	2850	2405	
3087	2867	2418	
3101	2882	2431	
3116	2898	2445	
3132	2914	2459	
3145	2931	2474	
3158	2947	2488	
3172	2963	2501	
3185	2979	2514	
3198	2996	2526	
3213	3013	2539	
3227	3030	2552	
3241	3047	2566	
3256	3065	2580	
3271	3080	2595	
3285	3095	2611	
3299	3109	2626	
3313	3124	2642	
3328	3139	2657	
3341	3152	2674	
3355	3166	2690	
3369	3180	2707	
3383	3194	2724	
3397	3208	2741	
3412	3223	2759	
3427	3239	2775	
3441	3254	2793	
3456	3269	2811	
3471	3284	2827	
3487	3299	2841	
3501	3315	2857	
3517	3330	2873	
3531	3344	2888	
3544	3359	2904	
3558	3375	2920	
3572	3390	2937	
3585	3405	2953	
3595	3421	2969	
3606	3437	2986	
3616	3454	3003	
3626	3470	3020	
3637	3486	3037	
3647	3504	3055	
3658	3521	3073	
3669	3536	3088	
3680	3551	3103	
3691	3566	3119	
3702	3582	3135	
3714	3594	3149	
3725	3606	3164	
3736	3618	3179	
3748	3630	3195	
3759	3642	3210	
3771	3655	3227	
3782	3668	3244	
3794	3681	3261	
3806	3694	3278	
3818	3707	3295	
3830	3721	3313	
3842	3735	3331	
3853	3749	3348	
3865	3764	3366	
3877	3778	3384	
3889	3793	3403	
3901	3808	3423	
3913	3824	3443	
3926	3839	3464	
3938	3855	3486	
3950	3871	3508	
3962	3886	3530	
3974	3903	3551	
3986	3920	3573	
3999	3938	3593	
4011	3955	3610	
4023	3972	3629	
4036	3991	3648	
4049	4009	3670	
4063	4028	3693	
4068	4048	3719	
4072	4066	3747	
4076	4073	3779	
4080	4080	3819	
4080	4080	3819	
