0	0	0
43	27	8
86	78	73
122	115	118
149	144	151
174	171	180
200	197	209
226	224	239
251	250	268
286	285	307
320	319	344
354	352	381
389	386	420
426	423	461
467	462	498
506	497	524
528	523	542
547	541	559
565	558	575
583	574	590
600	590	605
617	606	619
633	621	633
649	636	646
665	650	658
681	664	671
697	678	683
712	692	694
728	706	706
743	719	717
761	731	728
776	745	738
790	758	748
805	771	758
820	784	768
835	797	777
850	810	787
866	823	796
881	836	805
896	849	814
911	862	823
927	875	831
942	888	840
957	901	848
973	914	856
989	927	864
1004	940	872
1021	953	879
1036	966	887
1051	979	894
1067	992	902
1081	1005	913
1096	1018	925
1110	1031	936
1125	1044	948
1140	1057	959
1154	1070	971
1169	1083	982
1184	1096	994
1199	1109	1005
1214	1123	1017
1230	1136	1028
1245	1150	1040
1261	1163	1051
1276	1177	1063
1292	1191	1075
1308	1205	1086
1324	1219	1098
1340	1233	1110
1356	1247	1122
1373	1261	1134
1390	1275	1146
1406	1290	1159
1423	1304	1171
1440	1319	1183
1458	1334	1196
1475	1349	1208
1493	1364	1221
1511	1380	1234
1529	1395	1247
1544	1411	1259
1557	1427	1272
1570	1443	1286
1584	1459	1299
1598	1475	1312
1612	1492	1325
1626	1509	1339
1640	1526	1353
1655	1540	1367
1670	1553	1381
1685	1566	1396
1700	1579	1410
1716	1592	1425
1732	1605	1440
1747	1619	1455
1763	1632	1470
1780	1646	1485
1796	1660	1501
1813	1674	1517
1830	1689	1533
1847	1704	1545
1865	1719	1557
1883	1734	1569
1901	1750	1581
1920	1766	1593
1939	1782	1606
1957	1798	1619
1974	1814	1632
1992	1831	1645
2009	1849	1659
2026	1866	1673
2044	1884	1687
2072	1903	1701
2103	1921	1716
2130	1940	1731
2158	1958	1746
2186	1976	1761
2210	1993	1777
2233	2011	1793
2257	2028	1809
2279	2046	1825
2301	2076	1842
2320	2107	1860
2339	2135	1878
2359	2163	1896
2378	2189	1914
2396	2213	1933
2413	2236	1952
2431	2259	1970
2448	2281	1987
2465	2302	2005
2481	2320	2023
2497	2338	2041
2514	2357	2067
2529	2375	2097
2544	2392	2125
2558	2409	2152
2573	2426	2179
2590	2442	2203
2606	2458	2225
2622	2473	2247
2637	2487	2269
2653	2502	2289
2668	2517	2307
2682	2532	2325
2698	2545	2342
2714	2558	2359
2728	2573	2376
2742	2588	2392
2756	2603	2407
2770	2618	2423
2785	2632	2438
2799	2647	2453
2813	2661	2467
2828	2675	2480
2842	2689	2494
2856	2704	2508
2870	2718	2522
2884	2732	2534
2897	2745	2547
2911	2758	2559
2924	2772	2572
2939	2785	2587
2952	2798	2600
2966	2812	2614
2979	2825	2627
2992	2839	2641
3006	2853	2654
3020	2866	2667
3033	2879	2680
3046	2892	2693
3059	2905	2707
3073	2918	2720
3088	2931	2732
3102	2945	2744
3116	2957	2757
3130	2969	2769
3144	2982	2782
3159	2995	2794
3173	3009	2807
3187	3021	2819
3200	3034	2832
3214	3047	2845
3229	3060	2857
3244	3073	2869
3258	3086	2881
3272	3100	2893
3286	3114	2905
3301	3128	2917
3316	3141	2930
3330	3155	2943
3344	3169	2954
3359	3182	2966
3373	3195	2978
3387	3209	2990
3401	3223	3003
3414	3237	3015
3428	3251	3027
3442	3265	3039
3455	3279	3051
3469	3293	3064
3483	3307	3076
3496	3322	3090
3510	3336	3103
3523	3351	3116
3536	3365	3128
3550	3380	3141
3565	3394	3154
3578	3407	3168
3590	3421	3180
3602	3435	3193
3613	3449	3207
3625	3463	3220
3637	3477	3234
3648	3491	3247
3660	3505	3261
3672	3520	3275
3683	3534	3289
3695	3548	3303
3707	3563	3318
3719	3577	3332
3731	3590	3346
3744	3602	3361
3755	3616	3375
3768	3629	3390
3781	3641	3404
3793	3654	3418
3805	3668	3433
3817	3680	3448
3830	3693	3462
3841	3708	3477
3849	3721	3492
3857	3736	3508
3865	3750	3524
3873	3765	3539
3882	3780	3555
3890	3794	3571
3898	3810	3587
3907	3826	3601
3916	3841	3616
3925	3851	3631
3934	3862	3647
3944	3872	3663
3953	3884	3679
3963	3896	3695
3973	3908	3713
3983	3921	3731
3994	3936	3751
4004	3951	3771
4015	3967	3793
4026	3985	3816
4037	4005	3839
4049	4028	3857
4060	4053	3876
4067	4072	3940
4080	4080	4080
4080	4080	4080
