0	0	0
46	22	11
90	75	75
124	115	119
149	144	152
174	171	181
200	198	210
226	225	240
253	251	268
288	286	308
321	320	345
356	353	382
392	387	421
429	425	463
470	465	501
508	499	525
530	524	543
548	542	560
567	559	576
584	575	591
601	591	606
618	607	620
635	622	634
651	637	647
667	651	659
683	665	672
698	679	684
714	693	695
729	707	707
744	720	718
761	733	729
776	746	739
791	760	749
805	773	759
820	786	769
836	798	778
851	811	788
866	824	797
882	837	806
897	850	815
912	863	824
927	876	832
943	889	841
958	902	849
974	915	857
990	928	865
1005	941	873
1021	954	881
1036	967	888
1051	981	895
1067	994	903
1082	1007	914
1096	1020	926
1110	1033	937
1126	1045	949
1140	1058	960
1155	1071	972
1170	1084	983
1185	1097	995
1200	1111	1007
1215	1124	1018
1230	1137	1030
1246	1151	1041
1261	1164	1052
1277	1178	1064
1293	1192	1076
1308	1206	1087
1324	1220	1099
1340	1234	1111
1357	1248	1123
1373	1262	1135
1390	1276	1147
1407	1291	1160
1424	1305	1172
1441	1320	1184
1459	1335	1197
1476	1350	1209
1494	1365	1222
1511	1381	1235
1530	1396	1248
1544	1412	1261
1557	1428	1274
1571	1444	1287
1584	1460	1300
1598	1476	1313
1612	1493	1326
1626	1510	1340
1641	1527	1354
1655	1541	1368
1670	1554	1382
1685	1566	1397
1701	1579	1411
1716	1593	1426
1731	1606	1441
1748	1619	1456
1764	1633	1471
1781	1647	1486
1797	1661	1502
1813	1675	1518
1830	1690	1533
1848	1704	1546
1865	1719	1558
1883	1735	1569
1901	1750	1582
1920	1766	1594
1939	1782	1607
1957	1799	1620
1974	1815	1633
1992	1832	1646
2009	1849	1659
2026	1867	1673
2044	1885	1687
2072	1903	1702
2103	1921	1716
2131	1940	1731
2159	1958	1746
2186	1976	1762
2211	1993	1777
2234	2011	1793
2257	2029	1809
2279	2047	1826
2301	2077	1843
2320	2108	1860
2340	2135	1878
2359	2163	1896
2378	2190	1915
2396	2214	1934
2414	2237	1952
2431	2260	1970
2449	2282	1988
2465	2302	2006
2482	2321	2023
2498	2339	2041
2514	2358	2068
2530	2376	2098
2544	2393	2126
2558	2410	2153
2574	2427	2180
2591	2443	2204
2607	2459	2226
2622	2473	2248
2638	2488	2270
2654	2503	2290
2668	2518	2308
2683	2533	2325
2699	2546	2343
2714	2558	2360
2729	2573	2377
2743	2589	2393
2756	2604	2408
2771	2619	2424
2786	2633	2439
2800	2648	2454
2813	2662	2468
2828	2676	2481
2842	2690	2495
2856	2705	2508
2871	2719	2523
2884	2732	2535
2898	2745	2547
2911	2759	2560
2925	2773	2573
2940	2786	2588
2953	2799	2601
2966	2812	2615
2979	2826	2628
2992	2840	2642
3006	2854	2655
3020	2867	2668
3034	2879	2681
3046	2892	2694
3060	2905	2708
3073	2918	2721
3088	2932	2733
3102	2945	2745
3117	2957	2757
3130	2970	2770
3144	2983	2783
3159	2996	2795
3173	3009	2807
3187	3022	2820
3201	3034	2833
3215	3047	2845
3229	3060	2858
3244	3073	2870
3258	3087	2882
3272	3101	2894
3286	3114	2906
3301	3128	2918
3316	3142	2931
3330	3155	2943
3344	3169	2955
3359	3182	2967
3373	3196	2978
3387	3209	2991
3401	3223	3003
3414	3237	3016
3428	3251	3028
3442	3265	3040
3456	3279	3052
3469	3293	3064
3483	3307	3077
3496	3322	3090
3509	3336	3103
3523	3351	3116
3536	3365	3129
3550	3380	3142
3564	3393	3155
3577	3407	3168
3590	3421	3181
3601	3435	3194
3613	3449	3207
3625	3463	3220
3637	3477	3234
3648	3491	3248
3660	3505	3262
3671	3520	3275
3683	3534	3289
3695	3548	3303
3707	3562	3318
3719	3577	3332
3731	3590	3346
3743	3602	3361
3755	3615	3375
3768	3628	3390
3780	3641	3404
3792	3654	3418
3804	3667	3433
3817	3680	3447
3829	3693	3462
3840	3707	3477
3849	3721	3492
3857	3735	3508
3865	3749	3523
3873	3764	3539
3881	3779	3555
3890	3794	3571
3898	3809	3587
3906	3825	3601
3915	3841	3616
3924	3851	3631
3933	3861	3646
3943	3872	3662
3952	3883	3678
3962	3895	3694
3972	3907	3712
3982	3920	3730
3993	3934	3750
4004	3949	3770
4014	3965	3792
4026	3984	3815
4037	4003	3837
4048	4026	3855
4060	4051	3875
4067	4071	3927
4080	4080	4080
4080	4080	4080
