0	0	0	
86	9	0	
103	64	0	
118	87	0	
132	108	54	
149	129	104	
162	145	131	
178	162	152	
194	179	171	
207	194	189	
224	209	205	
240	225	220	
255	241	235	
271	255	248	
288	270	261	
305	286	275	
321	301	288	
337	316	300	
355	331	312	
371	346	324	
390	361	335	
409	377	346	
426	394	357	
443	409	368	
458	424	380	
476	438	391	
495	452	403	
519	465	413	
544	482	424	
567	498	434	
590	520	444	
612	540	453	
633	560	462	
654	580	474	
675	599	485	
695	618	496	
716	637	512	
736	656	527	
757	674	542	
776	692	556	
795	709	571	
816	727	585	
835	745	600	
854	762	615	
872	779	629	
891	797	643	
909	813	658	
927	830	673	
945	847	688	
962	864	702	
979	881	717	
996	897	732	
1014	914	746	
1031	930	761	
1049	946	775	
1066	961	790	
1083	978	804	
1101	994	818	
1118	1009	832	
1135	1025	846	
1153	1041	860	
1170	1057	874	
1188	1073	888	
1207	1089	901	
1226	1105	915	
1244	1121	928	
1260	1137	942	
1278	1152	955	
1296	1169	968	
1312	1184	981	
1331	1200	994	
1348	1213	1007	
1366	1228	1021	
1383	1244	1034	
1401	1260	1047	
1418	1276	1061	
1436	1292	1074	
1453	1308	1086	
1471	1323	1100	
1489	1339	1113	
1506	1355	1126	
1524	1371	1140	
1541	1388	1153	
1559	1403	1166	
1577	1419	1179	
1594	1435	1193	
1612	1451	1206	
1630	1467	1219	
1648	1483	1233	
1667	1499	1246	
1685	1515	1259	
1702	1531	1272	
1720	1547	1285	
1738	1563	1299	
1757	1580	1312	
1776	1596	1325	
1792	1613	1338	
1812	1629	1352	
1831	1645	1365	
1849	1661	1379	
1865	1678	1392	
1881	1695	1406	
1897	1712	1419	
1913	1728	1432	
1929	1745	1446	
1944	1762	1459	
1959	1778	1473	
1974	1795	1486	
1990	1813	1500	
2006	1830	1513	
2022	1847	1526	
2037	1863	1540	
2054	1878	1554	
2073	1893	1568	
2091	1907	1582	
2109	1921	1595	
2128	1936	1609	
2146	1950	1623	
2165	1964	1637	
2182	1978	1651	
2198	1993	1664	
2214	2008	1679	
2229	2023	1693	
2245	2038	1707	
2260	2053	1722	
2275	2070	1736	
2289	2088	1750	
2303	2105	1764	
2319	2122	1779	
2333	2140	1792	
2348	2157	1808	
2362	2174	1822	
2377	2190	1837	
2392	2205	1851	
2407	2220	1865	
2422	2235	1878	
2437	2249	1890	
2453	2263	1903	
2468	2276	1915	
2483	2290	1928	
2498	2305	1940	
2513	2318	1952	
2526	2332	1965	
2540	2346	1977	
2556	2360	1989	
2572	2374	2003	
2588	2388	2016	
2605	2403	2028	
2621	2417	2041	
2638	2431	2055	
2656	2447	2070	
2672	2461	2085	
2690	2476	2100	
2708	2491	2115	
2726	2505	2131	
2744	2519	2146	
2761	2532	2161	
2779	2546	2176	
2797	2562	2189	
2816	2578	2203	
2832	2593	2216	
2848	2609	2229	
2863	2625	2242	
2879	2642	2255	
2896	2659	2267	
2910	2676	2279	
2927	2693	2291	
2943	2711	2304	
2959	2728	2317	
2974	2746	2329	
2990	2764	2341	
3005	2781	2354	
3022	2798	2366	
3037	2818	2379	
3053	2834	2392	
3072	2849	2405	
3087	2865	2418	
3102	2880	2431	
3117	2896	2445	
3131	2912	2459	
3145	2928	2472	
3158	2945	2486	
3172	2961	2499	
3186	2976	2512	
3199	2992	2524	
3214	3009	2537	
3229	3024	2550	
3243	3041	2565	
3258	3058	2580	
3272	3076	2594	
3287	3092	2609	
3301	3107	2624	
3315	3122	2640	
3330	3137	2656	
3344	3150	2672	
3358	3165	2687	
3372	3179	2705	
3387	3193	2721	
3401	3207	2738	
3415	3223	2755	
3430	3238	2772	
3445	3254	2788	
3460	3269	2806	
3474	3284	2824	
3490	3299	2839	
3507	3315	2854	
3527	3330	2870	
3540	3345	2885	
3553	3360	2901	
3567	3375	2916	
3582	3390	2933	
3592	3406	2949	
3603	3422	2965	
3613	3439	2981	
3623	3455	2997	
3634	3471	3014	
3645	3488	3030	
3656	3505	3047	
3666	3517	3066	
3677	3531	3083	
3688	3546	3099	
3699	3562	3115	
3710	3577	3131	
3722	3591	3146	
3733	3603	3161	
3745	3615	3177	
3756	3627	3192	
3768	3639	3208	
3780	3652	3225	
3792	3665	3242	
3803	3678	3260	
3816	3691	3277	
3828	3705	3294	
3840	3719	3312	
3851	3733	3330	
3863	3748	3347	
3876	3762	3366	
3887	3777	3384	
3899	3792	3403	
3912	3807	3423	
3924	3823	3444	
3937	3839	3465	
3949	3855	3486	
3961	3871	3511	
3974	3888	3534	
3986	3906	3555	
3999	3923	3578	
4012	3942	3597	
4024	3960	3615	
4037	3979	3634	
4051	3998	3654	
4064	4018	3677	
4068	4039	3701	
4072	4062	3728	
4076	4072	3758	
4080	4080	3794	
4080	4080	3794	
