28	0	0	
63	24	0	
83	63	0	
101	87	75	
119	109	108	
136	128	132	
150	144	153	
165	162	171	
182	177	188	
197	193	203	
213	208	218	
230	223	233	
246	239	246	
262	253	259	
279	268	272	
296	284	285	
313	299	297	
329	313	308	
346	328	320	
363	343	331	
382	358	342	
401	373	353	
418	390	364	
434	405	375	
450	420	386	
466	435	397	
486	449	408	
507	462	418	
531	478	428	
554	495	438	
577	515	447	
599	536	456	
621	556	465	
643	576	477	
663	595	488	
684	615	500	
705	633	515	
725	652	529	
745	670	543	
764	689	558	
784	706	572	
803	724	586	
822	742	600	
841	759	615	
860	777	629	
879	794	643	
897	811	658	
919	828	672	
937	845	687	
954	862	702	
972	879	716	
989	895	731	
1007	910	745	
1024	925	760	
1042	942	774	
1059	957	788	
1076	974	802	
1093	990	817	
1111	1006	830	
1129	1022	844	
1146	1038	858	
1163	1054	872	
1181	1070	886	
1199	1086	900	
1215	1102	913	
1233	1117	927	
1250	1134	940	
1268	1149	953	
1285	1165	967	
1303	1181	980	
1320	1197	993	
1337	1213	1006	
1355	1229	1019	
1372	1244	1033	
1390	1260	1046	
1407	1276	1059	
1425	1292	1072	
1443	1308	1085	
1460	1324	1099	
1477	1340	1112	
1495	1356	1125	
1513	1372	1138	
1530	1389	1151	
1548	1405	1164	
1565	1421	1178	
1584	1437	1191	
1601	1453	1204	
1619	1469	1217	
1637	1485	1230	
1656	1501	1244	
1673	1518	1257	
1691	1534	1270	
1710	1550	1283	
1727	1567	1297	
1745	1583	1310	
1764	1600	1323	
1782	1616	1337	
1800	1633	1350	
1818	1649	1363	
1838	1666	1377	
1856	1683	1391	
1871	1700	1404	
1888	1717	1417	
1903	1734	1431	
1919	1750	1444	
1934	1767	1458	
1949	1784	1471	
1965	1801	1485	
1980	1818	1498	
1995	1836	1512	
2011	1853	1526	
2027	1868	1539	
2044	1883	1553	
2061	1898	1566	
2079	1913	1581	
2097	1928	1594	
2115	1942	1608	
2133	1956	1622	
2151	1971	1636	
2170	1985	1650	
2186	2000	1664	
2202	2015	1678	
2218	2030	1693	
2233	2045	1707	
2248	2062	1721	
2263	2079	1735	
2277	2096	1750	
2291	2113	1764	
2305	2131	1778	
2319	2148	1793	
2333	2165	1807	
2348	2182	1822	
2362	2196	1837	
2376	2211	1852	
2391	2226	1865	
2405	2241	1878	
2420	2255	1890	
2438	2268	1903	
2457	2282	1916	
2472	2296	1928	
2487	2309	1940	
2502	2323	1953	
2515	2336	1965	
2530	2350	1978	
2544	2364	1990	
2558	2378	2003	
2572	2392	2016	
2588	2406	2029	
2604	2420	2042	
2620	2434	2056	
2636	2444	2071	
2653	2457	2086	
2670	2472	2101	
2686	2486	2115	
2703	2500	2130	
2720	2514	2145	
2737	2527	2161	
2754	2540	2176	
2771	2553	2189	
2789	2568	2202	
2806	2583	2215	
2823	2598	2228	
2838	2613	2241	
2852	2629	2253	
2867	2645	2265	
2882	2661	2277	
2897	2677	2289	
2912	2694	2302	
2927	2711	2314	
2942	2728	2326	
2958	2745	2338	
2973	2762	2350	
2988	2779	2362	
3002	2796	2375	
3018	2813	2387	
3035	2828	2400	
3051	2842	2413	
3068	2857	2426	
3084	2872	2440	
3101	2887	2454	
3118	2902	2467	
3134	2917	2480	
3150	2932	2493	
3164	2947	2506	
3179	2962	2518	
3195	2978	2530	
3210	2993	2543	
3226	3009	2555	
3242	3025	2569	
3258	3042	2583	
3274	3059	2597	
3290	3076	2612	
3306	3092	2626	
3322	3109	2641	
3337	3126	2657	
3352	3142	2672	
3367	3158	2688	
3383	3174	2704	
3398	3189	2720	
3414	3205	2736	
3429	3222	2753	
3445	3239	2769	
3460	3257	2786	
3476	3273	2802	
3492	3290	2818	
3508	3307	2833	
3523	3324	2847	
3537	3340	2862	
3550	3356	2877	
3565	3373	2891	
3579	3389	2906	
3591	3405	2922	
3601	3422	2937	
3612	3440	2953	
3622	3457	2968	
3632	3475	2984	
3643	3492	2999	
3653	3510	3016	
3664	3527	3033	
3675	3542	3051	
3686	3557	3068	
3697	3573	3086	
3708	3588	3104	
3720	3600	3123	
3732	3612	3141	
3743	3623	3157	
3754	3635	3174	
3766	3648	3192	
3777	3661	3210	
3789	3674	3229	
3801	3687	3248	
3812	3701	3267	
3824	3714	3286	
3836	3728	3306	
3848	3742	3326	
3860	3756	3345	
3871	3771	3364	
3884	3785	3385	
3896	3800	3405	
3908	3816	3426	
3921	3831	3448	
3933	3847	3470	
3945	3863	3493	
3958	3879	3517	
3970	3896	3538	
3982	3913	3560	
3995	3930	3583	
4007	3948	3601	
4020	3966	3619	
4033	3984	3638	
4046	4004	3658	
4061	4023	3680	
4067	4044	3705	
4071	4065	3732	
4076	4073	3762	
4080	4080	3797	
4080	4080	3797	
