256	256	256	256
256	256	256	245
256	256	243	242
256	256	241	240
256	256	240	240
256	256	240	240
256	256	240	240
256	256	240	240
256	256	240	240
349	256	363	308
256	256	256	256
233	230	256	221
229	228	218	216
227	226	215	213
225	224	212	211
224	224	210	209
224	224	208	208
224	224	208	208
362	318	361	323
289	256	301	285
256	256	256	256
224	209	256	231
204	202	220	206
200	199	194	189
198	196	187	185
195	194	184	182
193	193	180	180
357	326	352	327
306	296	312	303
282	256	292	281
256	256	256	256
232	221	256	234
212	200	224	215
190	178	207	197
173	170	187	170
168	168	161	161
344	327	334	322
314	309	316	312
300	289	304	294
278	256	283	272
256	256	256	256
236	227	256	238
220	208	232	223
202	192	216	205
181	181	198	198
326	318	318	311
312	310	309	305
305	296	301	294
286	276	286	278
268	256	272	267
256	256	256	256
242	236	256	245
227	221	240	233
211	211	227	227
312	303	303	294
300	299	292	291
295	290	288	284
284	277	278	274
273	268	271	267
264	256	265	262
256	256	256	256
248	244	256	251
239	239	249	249
287	287	271	271
284	282	271	271
280	278	271	269
273	270	267	265
268	266	264	263
264	262	262	260
261	256	259	258
256	256	256	256
254	254	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
256	256	256	256
